Turn,TurnID,TurnType,narrative_time,speaker,addressee,qType,speakerType,speakerGender
and brought em on sharp. Three bob and a tanner for tickets.,Q349-1,quote,0.5678588926996571,Wiggins,"['Dr. Watson', 'Mr. Sherlock Holmes']",Anaphoric,too-minor,M
"Here you are,",Q350-0,quote,0.5683488486036257,Mr. Sherlock Holmes,"['Dr. Watson', 'Wiggins']",Explicit,major,M
"said Holmes, producing some silver.",S643-0,narration,0.5688388045075943,narrator,,,narrator,A
"In future they can report to you, Wiggins, and you to me. I cannot have the house invaded in this way. However, it is just as well that you should all hear the instructions. I want to find the whereabouts of a steam launch called the Aurora, owner Mordecai Smith, black with two red streaks, funnel black with a white band. She is down the river somewhere. I want one boy to be at Mordecai Smith s landing-stage opposite Millbank to say if the boat comes back. You must divide it out among yourselves, and do both banks thoroughly. Let me know the moment you have news. Is that all clear?",Q350-1,quote,0.569328760411563,Mr. Sherlock Holmes,"['Dr. Watson', 'Wiggins']",Explicit,major,M
"Yes, guv nor,",Q351-0,quote,0.5698187163155316,Wiggins,"['Dr. Watson', 'Mr. Sherlock Holmes']",Explicit,too-minor,M
said Wiggins.,S644-0,narration,0.5703086722195002,narrator,,,narrator,A
"The old scale of pay, and a guinea to the boy who finds the boat. Here s a day in advance. Now off you go!",Q352-0,quote,0.5707986281234689,Mr. Sherlock Holmes,"['Dr. Watson', 'Wiggins']",Implicit,major,M
"He handed them a shilling each, and away they buzzed down the stairs, and I saw them a moment later streaming down the street.",S645-0,narration,0.5712885840274375,narrator,,,narrator,A
"If the launch is above water they will find her,",Q353-0,quote,0.5717785399314061,Mr. Sherlock Holmes,['Dr. Watson'],Explicit,major,M
"said Holmes, as he rose from the table and lit his pipe.",S646-0,narration,0.5722684958353749,narrator,,,narrator,A
"They can go everywhere, see everything, overhear every one. I expect to hear before evening that they have spotted her. In the meanwhile, we can do nothing but await results. We cannot pick up the broken trail until we find either the Aurora or Mr. Mordecai Smith.",Q353-1,quote,0.5727584517393435,Mr. Sherlock Holmes,['Dr. Watson'],Explicit,major,M
"Toby could eat these scraps, I dare say. Are you going to bed, Holmes?",Q354-0,quote,0.5732484076433121,Dr. Watson,['Mr. Sherlock Holmes'],Implicit,major,A
"No; I am not tired. I have a curious constitution. I never remember feeling tired by work, though idleness exhausts me completely. I am going to smoke and to think over this queer business to which my fair client has introduced us. If ever man had an easy task, this of ours ought to be. Wooden-legged men are not so common, but the other man must, I should think, be absolutely unique.",Q355-0,quote,0.5737383635472807,Mr. Sherlock Holmes,['Dr. Watson'],Implicit,major,M
That other man again!,Q356-0,quote,0.5742283194512494,Dr. Watson,['Mr. Sherlock Holmes'],Implicit,major,A
"I have no wish to make a mystery of him, to you, anyway. But you must have formed your own opinion. Now, do consider the data. Diminutive footmarks, toes never fettered by boots, naked feet, stone-headed wooden mace, great agility, small poisoned darts. What do you make of all this?",Q357-0,quote,0.574718275355218,Mr. Sherlock Holmes,['Dr. Watson'],Implicit,major,M
A savage!,Q358-0,quote,0.5752082312591866,Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,major,A
I exclaimed.,S647-0,narration,0.5756981871631554,narrator,,,narrator,A
Perhaps one of those Indians who were the associates of Jonathan Small.,Q358-1,quote,0.5761881430671241,Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,major,A
"Hardly that,",Q359-0,quote,0.5766780989710926,Mr. Sherlock Holmes,['Dr. Watson'],Anaphoric,major,M
said he.,S648-0,narration,0.5771680548750613,narrator,,,narrator,A
"When first I saw signs of strange weapons I was inclined to think so; but the remarkable character of the footmarks caused me to reconsider my views. Some of the inhabitants of the Indian Peninsula are small men, but none could have left such marks as that. The Hindoo proper has long and thin feet. The sandal-wearing Mohammedan has the great toe well separated from the others, because the thong is commonly passed between. These little darts, too, could only be shot in one way. They are from a blow-pipe. Now, then, where are we to find our savage?",Q359-1,quote,0.5776580107790299,Mr. Sherlock Holmes,['Dr. Watson'],Anaphoric,major,M
"South American,",Q360-0,quote,0.5781479666829985,Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,major,A
I hazarded.,S649-0,narration,0.5786379225869672,narrator,,,narrator,A
"He stretched his hand up, and took down a bulky volume from the shelf.",S650-0,narration,0.5791278784909358,narrator,,,narrator,A
This is the first volume of a gazetteer which is now being published. It may be looked upon as the very latest authority. What have we here?,Q361-0,quote,0.5796178343949044,Mr. Sherlock Holmes,['Dr. Watson'],Implicit,major,M
"Andaman Islands, situated 340 miles to the north of Sumatra, in the Bay of Bengal.",S651-0,narration,0.5801077902988729,narrator,,,narrator,A
"Hum! hum! What s all this? Moist climate, coral reefs, sharks, Port Blair, convict-barracks, Rutland Island, cottonwoods Ah, here we are.",Q362-0,quote,0.5805977462028418,Mr. Sherlock Holmes,['Dr. Watson'],Implicit,major,M
"The aborigines of the Andaman Islands may perhaps claim the distinction of being the smallest race upon this earth, though some anthropologists prefer the Bushmen of Africa, the Digger Indians of America, and the Terra del Fuegians.",S652-0,narration,0.5810877021068104,narrator,,,narrator,A
"The average height is rather below four feet, although many full-grown adults may be found who are very much smaller than this.",S653-0,narration,0.581577658010779,narrator,,,narrator,A
"They are a fierce, morose, and intractable people, though capable of forming most devoted friendships when their confidence has once been gained.",S654-0,narration,0.5820676139147477,narrator,,,narrator,A
"Mark that, Watson. Now, then, listen to this.",Q363-0,quote,0.5825575698187163,Mr. Sherlock Holmes,['Dr. Watson'],Implicit,major,M
"They are naturally hideous, having large, misshapen heads, small, fierce eyes, and distorted features.",S655-0,narration,0.5830475257226849,narrator,,,narrator,A
"Their feet and hands, however, are remarkably small.",S656-0,narration,0.5835374816266536,narrator,,,narrator,A
So intractable and fierce are they that all the efforts of the British official have failed to win them over in any degree.,S657-0,narration,0.5840274375306223,narrator,,,narrator,A
"They have always been a terror to shipwrecked crews, braining the survivors with their stone-headed clubs, or shooting them with their poisoned arrows.",S658-0,narration,0.5845173934345909,narrator,,,narrator,A
These massacres are invariably concluded by a cannibal feast.,S659-0,narration,0.5850073493385596,narrator,,,narrator,A
"Nice, amiable people, Watson! If this fellow had been left to his own unaided devices this affair might have taken an even more ghastly turn. I fancy that, even as it is, Jonathan Small would give a good deal not to have employed him.",Q364-0,quote,0.5854973052425282,Mr. Sherlock Holmes,['Dr. Watson'],Implicit,major,M
But how came he to have so singular a companion?,Q365-0,quote,0.5859872611464968,Dr. Watson,['Mr. Sherlock Holmes'],Implicit,major,A
"Ah, that is more than I can tell. Since, however, we had already determined that Small had come from the Andamans, it is not so very wonderful that this islander should be with him. No doubt we shall know all about it in time. Look here, Watson; you look regularly done. Lie down there on the sofa, and see if I can put you to sleep.",Q366-0,quote,0.5864772170504654,Mr. Sherlock Holmes,['Dr. Watson'],Implicit,major,M
"He took up his violin from the corner, and as I stretched myself out he began to play some low, dreamy, melodious air, his own, no doubt, for he had a remarkable gift for improvisation.",S660-0,narration,0.5869671729544341,narrator,,,narrator,A
"I have a vague remembrance of his gaunt limbs, his earnest face, and the rise and fall of his bow.",S661-0,narration,0.5874571288584027,narrator,,,narrator,A
"Then I seemed to be floated peacefully away upon a soft sea of sound, until I found myself in dreamland, with the sweet face of Mary Morstan looking down upon me.",S662-0,narration,0.5879470847623713,narrator,,,narrator,A
"Chapter IX A Break in the Chain It was late in the afternoon before I woke, strengthened and refreshed.",S663-0,narration,0.5884370406663401,narrator,,,narrator,A
"Sherlock Holmes still sat exactly as I had left him, save that he had laid aside his violin and was deep in a book.",S664-0,narration,0.5889269965703087,narrator,,,narrator,A
"He looked across at me, as I stirred, and I noticed that his face was dark and troubled.",S665-0,narration,0.5894169524742773,narrator,,,narrator,A
"You have slept soundly,",Q367-0,quote,0.589906908378246,Mr. Sherlock Holmes,['Dr. Watson'],Anaphoric,major,M
he said.,S666-0,narration,0.5903968642822146,narrator,,,narrator,A
I feared that our talk would wake you.,Q367-1,quote,0.5908868201861832,Mr. Sherlock Holmes,['Dr. Watson'],Anaphoric,major,M
"I heard nothing,",Q368-0,quote,0.5913767760901519,Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,major,A
I answered.,S667-0,narration,0.5918667319941205,narrator,,,narrator,A
"Have you had fresh news, then?",Q368-1,quote,0.5923566878980892,Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,major,A
"Unfortunately, no. I confess that I am surprised and disappointed. I expected something definite by this time. Wiggins has just been up to report. He says that no trace can be found of the launch. It is a provoking check, for every hour is of importance.",Q369-0,quote,0.5928466438020578,Mr. Sherlock Holmes,['Dr. Watson'],Implicit,major,M
"Can I do anything? I am perfectly fresh now, and quite ready for another night s outing.",Q370-0,quote,0.5933365997060265,Dr. Watson,['Mr. Sherlock Holmes'],Implicit,major,A
"No, we can do nothing. We can only wait. If we go ourselves, the message might come in our absence, and delay be caused. You can do what you will, but I must remain on guard.",Q371-0,quote,0.5938265556099951,Mr. Sherlock Holmes,['Dr. Watson'],Implicit,major,M
"Then I shall run over to Camberwell and call upon Mrs. Cecil Forrester. She asked me to, yesterday.",Q372-0,quote,0.5943165115139637,Dr. Watson,['Mr. Sherlock Holmes'],Implicit,major,A
On Mrs. Cecil Forrester?,Q373-0,quote,0.5948064674179324,Mr. Sherlock Holmes,['Dr. Watson'],Explicit,major,M
"asked Holmes, with the twinkle of a smile in his eyes.",S668-0,narration,0.5952964233219009,narrator,,,narrator,A
"Well, of course Miss Morstan too. They were anxious to hear what happened.",Q374-0,quote,0.5957863792258696,Dr. Watson,['Mr. Sherlock Holmes'],Implicit,major,A
"I would not tell them too much,",Q375-0,quote,0.5962763351298384,Mr. Sherlock Holmes,['Dr. Watson'],Explicit,major,M
said Holmes.,S669-0,narration,0.5967662910338071,narrator,,,narrator,A
"Women are never to be entirely trusted, not the best of them.",Q375-1,quote,0.5972562469377756,Mr. Sherlock Holmes,['Dr. Watson'],Explicit,major,M
I did not pause to argue over this atrocious sentiment.,S670-0,narration,0.5977462028417443,narrator,,,narrator,A
"I shall be back in an hour or two,",Q376-0,quote,0.5982361587457129,Dr. Watson,['Mr. Sherlock Holmes'],Anaphoric,major,A
I remarked.,S671-0,narration,0.5987261146496815,narrator,,,narrator,A
"All right! Good luck! But, I say, if you are crossing the river you may as well return Toby, for I don t think it is at all likely that we shall have any use for him now.",Q377-0,quote,0.5992160705536502,Mr. Sherlock Holmes,['Dr. Watson'],Implicit,major,M
"I took our mongrel accordingly, and left him, together with a half-sovereign, at the old naturalist s in Pinchin Lane.",S672-0,narration,0.5997060264576188,narrator,,,narrator,A
"At Camberwell I found Miss Morstan a little weary after her night s adventures, but very eager to hear the news.",S673-0,narration,0.6001959823615874,narrator,,,narrator,A
"Mrs. Forrester, too, was full of curiosity.",S674-0,narration,0.600685938265556,narrator,,,narrator,A
"I told them all that we had done, suppressing, however, the more dreadful parts of the tragedy.",S675-0,narration,0.6011758941695248,narrator,,,narrator,A
"Thus, although I spoke of Mr. Sholto s death, I said nothing of the exact manner and method of it.",S676-0,narration,0.6016658500734934,narrator,,,narrator,A
"With all my omissions, however, there was enough to startle and amaze them.",S677-0,narration,0.602155805977462,narrator,,,narrator,A
It is a romance!,Q378-0,quote,0.6026457618814307,Mrs. Cecil Forrester,"['Dr. Watson', 'Miss Morstan']",Explicit,too-minor,A
cried Mrs. Forrester.,S678-0,narration,0.6031357177853993,narrator,,,narrator,A
"An injured lady, half a million in treasure, a black cannibal, and a wooden-legged ruffian. They take the place of the conventional dragon or wicked earl.",Q378-1,quote,0.6036256736893679,Mrs. Cecil Forrester,"['Dr. Watson', 'Miss Morstan']",Explicit,too-minor,A
