sentence,polarity,subjectivity
We opened it and the light of the lantern gleamed upon a collection of gems such as I have read of and thought about when I was a little lad at Pershore,0.07083333333333335,0.5666666666666667
It was blinding to look upon them,0.0,0.0
When we had feasted our eyes we took them all out and made a list of them,0.0,0.0
There were one hundred and forty-three diamonds of the first water including one which has been called I believe ‘ the Great Mogul ’ and is said to be the second largest stone in existence,0.35000000000000003,0.3611111111111111
Then there were ninety-seven very fine emeralds and one hundred and seventy rubies some of which however were small,0.14583333333333337,0.525
There were forty carbuncles two hundred and ten sapphires sixty-one agates and a great quantity of beryls onyxes cats ’ eyes turquoises and other stones the very names of which I did not know at the time though I have become more familiar with them since,0.2916666666666667,0.4041666666666666
Besides this there were nearly three hundred very fine pearls twelve of which were set in a gold coronet,0.32083333333333336,0.525
By the way these last had been taken out of the chest and were not there when I recovered it,0.0,0.06666666666666667
“ After we had counted our treasures we put them back into the chest and carried them to the gateway to show them to Mahomet Singh,0.0,0.0
Then we solemnly renewed our oath to stand by each other and be true to our secret,-0.05833333333333335,0.575
We agreed to conceal our loot in a safe place until the country should be at peace again and then to divide it equally among ourselves,0.25,0.375
There was no use dividing it at present for if gems of such value were found upon us it would cause suspicion and there was no privacy in the fort nor any place where we could keep them,0.0,0.25
We carried the box therefore into the same hall where we had buried the body and there under certain bricks in the best-preserved wall we made a hollow and put our treasure,0.03809523809523809,0.2488095238095238
We made careful note of the place and next day I drew four plans one for each of us and put the sign of the four of us at the bottom for we had sworn that we should each always act for all so that none might take advantage,-0.05,0.5
That is an oath that I can put my hand to my heart and swear that I have never broken,0.2,0.4
“ Well there ’ s no use my telling you gentlemen what came of the Indian mutiny,0.0,0.0
After Wilson took Delhi and Sir Colin relieved Lucknow the back of the business was broken,-0.2,0.2
Fresh troops came pouring in and Nana Sahib made himself scarce over the frontier,0.3,0.5
A flying column under Colonel Greathed came round to Agra and cleared the Pandies away from it,-0.2,0.4
Peace seemed to be settling upon the country and we four were beginning to hope that the time was at hand when we might safely go off with our shares of the plunder,0.5,0.5
In a moment however our hopes were shattered by our being arrested as the murderers of Achmet,0.0,0.0
“ It came about in this way,0.0,0.0
When the rajah put his jewels into the hands of Achmet he did it because he knew that he was a trusty man,0.0,0.0
They are suspicious folk in the East however so what does this rajah do but take a second even more trusty servant and set him to play the spy upon the first,0.25,0.27777777777777773
This second man was ordered never to let Achmet out of his sight and he followed him like his shadow,0.0,0.0
He went after him that night and saw him pass through the doorway,0.0,0.0
Of course he thought he had taken refuge in the fort and applied for admission there himself next day but could find no trace of Achmet,0.0,0.0
This seemed to him so strange that he spoke about it to a sergeant of guides who brought it to the ears of the commandant,-0.05,0.15
A thorough search was quickly made and the body was discovered,0.3333333333333333,0.5
Thus at the very moment that we thought that all was safe we were all four seized and brought to trial on a charge of murder —three of us because we had held the gate that night and the fourth because he was known to have been in the company of the murdered man,0.2333333333333333,0.26666666666666666
Not a word about the jewels came out at the trial for the rajah had been deposed and driven out of India so no one had any particular interest in them,0.16666666666666666,0.3333333333333333
The murder however was clearly made out and it was certain that we must all have been concerned in it,0.15714285714285714,0.47738095238095235
The three Sikhs got penal servitude for life and I was condemned to death though my sentence was afterwards commuted into the same as the others,0.0,0.125
“ It was rather a queer position that we found ourselves in then,0.0,0.0
There we were all four tied by the leg and with precious little chance of ever getting out again while we each held a secret which might have put each of us in a palace if we could only have made use of it,-0.021875000000000006,0.8
It was enough to make a man eat his heart out to have to stand the kick and the cuff of every petty jack-in-office to have rice to eat and water to drink when that gorgeous fortune was ready for him outside just waiting to be picked up,0.22499999999999998,0.4875
It might have driven me mad but I was always a pretty stubborn one so I just held on and bided my time,-0.1875,1.0
“ At last it seemed to me to have come,0.0,0.06666666666666667
I was changed from Agra to Madras and from there to Blair Island in the Andamans,0.0,0.0
There are very few white convicts at this settlement and as I had behaved well from the first I soon found myself a sort of privileged person,-0.003333333333333336,0.15444444444444444
I was given a hut in Hope Town which is a small place on the slopes of Mount Harriet and I was left pretty much to myself,0.05,0.39999999999999997
It is a dreary fever-stricken place and all beyond our little clearings was infested with wild cannibal natives who were ready enough to blow a poisoned dart at us if they saw a chance,0.028125000000000004,0.475
There was digging and ditching and yam-planting and a dozen other things to be done so we were busy enough all day though in the evening we had a little time to ourselves,-0.053125,0.41875
Among other things I learned to dispense drugs for the surgeon and picked up a smattering of his knowledge,-0.125,0.375
All the time I was on the lookout for a chance of escape but it is hundreds of miles from any other land and there is little or no wind in those seas so it was a terribly difficult job to get away,-0.2708333333333333,0.625
“ The surgeon Dr Somerton was a fast sporting young chap and the other young officers would meet in his rooms of an evening and play cards,0.06875,0.44375
The surgery where I used to make up my drugs was next to his sitting-room with a small window between us,-0.125,0.2
